txn_id,auth_id,card_id,merchant_id,txn_amount_usd,txn_currency,txn_timestamp,txn_type,txn_status,settlement_date,pos_entry_mode,acquirer_ref,interchange_fee_usd,processing_fee_usd,is_cross_border,exchange_rate
TXN0000300,AUTH000135,CRD00085,MER0012,1429.28,GBP,2023-09-05 16:50:16,PURCHASE,FAILED,2024-09-27 16:13:04,ECOM,ACQ839056,6.49,4.42,False,1.0
TXN0000301,AUTH000487,CRD00123,MER0014,3885.91,GBP,2023-08-14 23:19:57,CASH_ADVANCE,PENDING,2024-12-11 13:38:09,ECOM,ACQ163756,28.16,1.65,True,1.0
TXN0000302,AUTH000276,CRD00152,MER0015,3052.53,EUR,2023-11-27 06:17:20,BALANCE_INQUIRY,FAILED,2024-12-20 07:53:34,CHIP,ACQ381351,24.33,1.13,True,0.9543
TXN0000303,AUTH000287,CRD00082,MER0013,1951.69,EUR,2024-11-11 02:46:36,REFUND,PENDING,2024-10-29 17:57:04,CHIP,ACQ743095,30.58,0.69,True,1.0
TXN0000304,AUTH000014,CRD00198,MER0016,2721.92,USD,2023-03-12 02:25:56,CASH_ADVANCE,FAILED,2024-10-24 19:29:09,MANUAL,ACQ166547,32.78,2.62,False,1.0
TXN0000305,AUTH000118,CRD00168,MER0015,4713.38,EUR,2023-11-04 05:08:39,REFUND,FAILED,2024-11-07 04:31:16,SWIPE,ACQ492041,16.64,1.12,True,1.0
TXN0000306,AUTH000009,CRD00173,MER0010,4372.1,GBP,2023-01-16 13:21:21,PURCHASE,REVERSED,2024-11-03 07:51:20,ECOM,ACQ144339,7.93,1.54,False,1.0
TXN0000307,AUTH000490,CRD00174,MER0002,2691.48,EUR,2023-07-31 14:59:23,PURCHASE,REVERSED,2024-09-11 11:36:52,ECOM,ACQ237566,40.93,4.39,False,1.0
TXN0000308,AUTH000356,CRD00007,MER0001,760.26,EUR,2024-08-15 03:54:17,BALANCE_INQUIRY,SETTLED,2024-01-06 17:24:12,MANUAL,ACQ734254,45.96,0.52,True,0.8971
TXN0000309,AUTH000427,CRD00123,MER0010,738.65,USD,2024-09-01 13:12:21,CASH_ADVANCE,REVERSED,2024-07-17 23:30:02,CHIP,ACQ416831,13.78,1.05,False,1.0881
TXN0000310,AUTH000264,CRD00130,MER0018,1562.88,USD,2023-03-14 06:48:31,REFUND,REVERSED,2024-08-05 20:51:50,CONTACTLESS,ACQ606828,14.29,3.53,True,1.0
TXN0000311,AUTH000012,CRD00050,MER0013,4817.53,GBP,2024-07-19 02:39:14,BALANCE_INQUIRY,FAILED,2024-10-23 04:52:58,MANUAL,ACQ849290,5.5,1.16,False,1.0
TXN0000312,AUTH000166,CRD00140,MER0014,1254.11,USD,2024-01-06 08:18:50,PURCHASE,FAILED,2024-05-09 02:31:23,SWIPE,ACQ949011,31.53,0.46,True,1.0
TXN0000313,AUTH000344,CRD00067,MER0008,2372.5,EUR,2023-03-07 03:48:00,REFUND,REVERSED,2024-08-27 10:05:20,ECOM,ACQ648830,36.18,2.85,False,1.0
TXN0000314,AUTH000347,CRD00032,MER0001,1947.74,EUR,2023-08-30 21:56:28,CASH_ADVANCE,PENDING,2024-01-15 04:17:42,CONTACTLESS,ACQ822466,28.31,2.06,False,1.0
TXN0000315,AUTH000154,CRD00093,MER0013,2320.13,EUR,2024-09-09 06:12:11,BALANCE_INQUIRY,REVERSED,2024-05-01 13:31:19,SWIPE,ACQ437471,23.12,2.44,True,1.2964
TXN0000316,AUTH000059,CRD00015,MER0008,2996.86,USD,2023-11-27 15:39:39,PURCHASE,REVERSED,2024-02-19 10:21:31,CHIP,ACQ269966,26.04,0.65,False,1.0
TXN0000317,AUTH000089,CRD00027,MER0001,2435.15,GBP,2023-11-26 11:19:47,BALANCE_INQUIRY,PENDING,2024-08-31 04:16:47,MANUAL,ACQ610859,7.08,4.38,False,1.0
TXN0000318,AUTH000208,CRD00043,MER0009,2794.9,EUR,2023-08-17 12:43:35,CASH_ADVANCE,FAILED,2024-08-26 21:09:07,CONTACTLESS,ACQ691198,32.55,0.75,True,1.0
TXN0000319,AUTH000431,CRD00173,MER0004,2164.35,USD,2023-10-16 08:39:47,CASH_ADVANCE,REVERSED,2024-06-28 18:21:21,SWIPE,ACQ446215,46.36,3.61,False,1.0
TXN0000320,AUTH000335,CRD00181,MER0001,4089.06,USD,2023-11-20 08:26:57,REFUND,PENDING,2024-07-01 17:19:00,CHIP,ACQ105874,15.66,0.98,True,1.0
TXN0000321,AUTH000321,CRD00198,MER0016,3346.3,USD,2023-02-17 11:07:54,BALANCE_INQUIRY,PENDING,2024-01-26 22:21:36,CONTACTLESS,ACQ767254,28.0,1.17,True,1.0
TXN0000322,AUTH000144,CRD00153,MER0013,2588.79,USD,2024-09-29 11:58:17,BALANCE_INQUIRY,FAILED,2024-05-22 15:14:57,MANUAL,ACQ904246,20.22,1.31,True,1.0
TXN0000323,AUTH000150,CRD00020,MER0001,4052.14,GBP,2023-04-29 09:20:54,PURCHASE,PENDING,2024-04-18 17:39:15,SWIPE,ACQ375710,28.23,0.68,True,1.0
TXN0000324,AUTH000271,CRD00010,MER0015,1873.62,GBP,2024-08-22 14:43:32,CASH_ADVANCE,REVERSED,2024-03-22 06:52:47,SWIPE,ACQ102800,39.19,4.95,False,1.1075
TXN0000325,AUTH000110,CRD00088,MER0006,546.25,EUR,2024-11-10 07:59:18,PURCHASE,FAILED,2024-01-31 05:01:52,CHIP,ACQ243628,25.63,2.23,True,1.0
TXN0000326,AUTH000213,CRD00188,MER0006,4304.49,GBP,2023-04-02 02:33:54,REFUND,REVERSED,2024-05-26 12:46:47,ECOM,ACQ840551,23.78,1.59,True,1.0
TXN0000327,AUTH000058,CRD00152,MER0001,3497.03,EUR,2024-10-16 03:34:56,REFUND,PENDING,2024-09-03 03:09:48,CONTACTLESS,ACQ845902,7.23,2.21,False,1.0
TXN0000328,AUTH000178,CRD00057,MER0008,3938.07,EUR,2024-03-09 08:06:16,BALANCE_INQUIRY,FAILED,2024-03-10 03:11:45,CHIP,ACQ483450,42.78,3.87,False,0.9069
TXN0000329,AUTH000396,CRD00186,MER0005,1173.67,GBP,2024-12-16 01:20:35,REFUND,REVERSED,2024-05-25 07:51:05,SWIPE,ACQ883945,49.77,1.02,False,1.0
TXN0000330,AUTH000003,CRD00007,MER0016,512.81,EUR,2023-09-13 02:46:50,PURCHASE,FAILED,2024-12-21 15:56:27,CONTACTLESS,ACQ627217,46.09,3.05,False,1.0
TXN0000331,AUTH000449,CRD00101,MER0002,3215.18,GBP,2023-02-04 02:40:45,CASH_ADVANCE,FAILED,2024-08-30 19:56:33,CHIP,ACQ699975,41.18,4.32,False,1.1161
TXN0000332,AUTH000346,CRD00067,MER0012,885.16,GBP,2024-08-05 11:49:12,PURCHASE,SETTLED,2024-05-23 12:18:18,CHIP,ACQ742693,44.72,0.81,True,1.0
TXN0000333,AUTH000101,CRD00049,MER0006,4523.08,EUR,2024-10-09 20:05:16,PURCHASE,SETTLED,2024-06-21 04:34:57,CHIP,ACQ429500,4.96,2.74,False,1.0
TXN0000334,AUTH000012,CRD00050,MER0013,4658.38,GBP,2024-06-05 22:49:07,CASH_ADVANCE,PENDING,2024-12-17 17:57:59,MANUAL,ACQ857213,47.22,2.61,True,1.0
TXN0000335,AUTH000467,CRD00005,MER0009,3869.02,USD,2023-02-20 10:50:49,REFUND,PENDING,2024-10-10 02:22:20,CONTACTLESS,ACQ188047,8.71,0.27,True,1.0
TXN0000336,AUTH000356,CRD00007,MER0001,748.2,EUR,2024-05-08 10:50:41,PURCHASE,FAILED,2024-04-16 07:39:26,MANUAL,ACQ467719,5.97,2.36,True,1.0
TXN0000337,AUTH000327,CRD00052,MER0013,4253.73,USD,2024-12-14 00:58:01,PURCHASE,PENDING,2024-10-10 07:54:08,CHIP,ACQ294677,15.94,3.15,False,1.1944
TXN0000338,AUTH000158,CRD00107,MER0011,3536.36,EUR,2023-12-24 13:31:45,PURCHASE,PENDING,2024-04-29 12:44:20,SWIPE,ACQ883714,37.82,0.71,False,1.0
TXN0000339,AUTH000202,CRD00159,MER0015,1305.45,GBP,2023-04-20 01:43:54,CASH_ADVANCE,REVERSED,2024-03-28 18:06:12,SWIPE,ACQ386050,44.19,0.93,False,1.0
TXN0000340,AUTH000309,CRD00065,MER0015,91.32,EUR,2024-01-16 12:07:50,CASH_ADVANCE,FAILED,2024-05-15 11:36:12,MANUAL,ACQ571516,41.49,3.45,False,1.0
TXN0000341,AUTH000415,CRD00195,MER0009,2505.94,EUR,2024-02-22 20:05:31,REFUND,REVERSED,2024-05-14 17:32:34,CONTACTLESS,ACQ317523,17.17,4.84,True,1.1971
TXN0000342,AUTH000068,CRD00097,MER0006,3571.11,GBP,2023-06-13 16:08:33,CASH_ADVANCE,PENDING,2024-06-30 15:10:11,CONTACTLESS,ACQ132975,46.1,2.61,True,1.0
TXN0000343,AUTH000105,CRD00159,MER0004,1376.58,USD,2023-09-08 20:59:16,CASH_ADVANCE,REVERSED,2024-09-12 15:50:43,MANUAL,ACQ135494,16.19,0.57,False,0.8039
TXN0000344,AUTH000295,CRD00145,MER0009,299.95,EUR,2023-09-19 12:01:04,PURCHASE,PENDING,2024-12-20 15:09:50,CONTACTLESS,ACQ421153,8.22,2.76,False,1.0
TXN0000345,AUTH000432,CRD00169,MER0020,3531.18,EUR,2024-03-23 08:46:10,BALANCE_INQUIRY,REVERSED,2024-07-02 22:00:41,SWIPE,ACQ364843,36.2,3.02,False,1.0
TXN0000346,AUTH000212,CRD00154,MER0018,764.04,GBP,2024-12-22 13:37:12,REFUND,SETTLED,2024-06-12 11:52:25,ECOM,ACQ911673,13.54,2.91,True,1.0
TXN0000347,AUTH000361,CRD00177,MER0012,460.06,GBP,2023-08-22 11:16:07,REFUND,PENDING,2024-02-20 10:40:12,CONTACTLESS,ACQ926874,48.0,4.85,False,0.8707
TXN0000348,AUTH000246,CRD00105,MER0001,4502.02,EUR,2023-05-09 10:11:59,BALANCE_INQUIRY,SETTLED,2024-09-12 18:40:37,SWIPE,ACQ310141,44.16,1.54,False,1.0
TXN0000349,AUTH000151,CRD00199,MER0005,1778.18,USD,2024-07-16 10:50:36,REFUND,PENDING,2024-09-22 21:59:35,MANUAL,ACQ986747,38.8,0.07,False,1.0
TXN0000350,AUTH000334,CRD00172,MER0010,791.62,EUR,2023-11-03 01:34:26,REFUND,REVERSED,2024-09-16 14:16:58,ECOM,ACQ971730,23.23,1.25,False,1.0
TXN0000351,AUTH000228,CRD00173,MER0013,4797.71,GBP,2023-04-14 17:06:36,BALANCE_INQUIRY,FAILED,2024-12-14 18:09:54,CONTACTLESS,ACQ959613,33.77,4.37,True,1.0
TXN0000352,AUTH000054,CRD00036,MER0014,965.5,GBP,2024-06-04 07:24:22,PURCHASE,PENDING,2024-12-09 22:16:46,MANUAL,ACQ286814,38.42,1.88,False,1.0
TXN0000353,AUTH000001,CRD00157,MER0002,2761.7,GBP,2024-08-06 20:24:50,BALANCE_INQUIRY,SETTLED,2024-09-07 17:12:58,SWIPE,ACQ244787,25.05,0.27,False,1.0
TXN0000354,AUTH000240,CRD00101,MER0005,426.34,EUR,2023-05-20 17:07:30,BALANCE_INQUIRY,PENDING,2024-04-20 16:03:29,CONTACTLESS,ACQ505605,33.8,2.43,False,1.0109
TXN0000355,AUTH000122,CRD00116,MER0015,3193.56,GBP,2024-02-06 20:04:34,PURCHASE,REVERSED,2024-11-09 02:35:54,CHIP,ACQ463108,34.33,0.55,False,0.8061
TXN0000356,AUTH000229,CRD00147,MER0002,2621.79,EUR,2024-01-29 18:36:49,BALANCE_INQUIRY,REVERSED,2024-01-05 12:00:50,ECOM,ACQ785577,48.0,2.04,False,1.0
TXN0000357,AUTH000184,CRD00054,MER0013,2867.99,EUR,2023-04-01 01:37:17,BALANCE_INQUIRY,FAILED,2024-10-30 07:28:49,ECOM,ACQ846610,16.82,2.7,False,1.0
TXN0000358,AUTH000136,CRD00165,MER0020,4588.7,USD,2024-02-17 23:49:23,BALANCE_INQUIRY,SETTLED,2024-02-28 09:42:37,CHIP,ACQ453491,47.42,3.55,False,1.0
TXN0000359,AUTH000431,CRD00173,MER0004,2140.01,USD,2023-12-20 09:36:59,BALANCE_INQUIRY,SETTLED,2024-06-29 11:54:24,CONTACTLESS,ACQ141779,6.17,2.47,False,1.0
TXN0000360,AUTH000422,CRD00013,MER0010,1591.18,USD,2023-07-15 23:42:45,BALANCE_INQUIRY,FAILED,2024-09-19 03:25:16,CONTACTLESS,ACQ904083,40.98,2.74,False,1.0
TXN0000361,AUTH000293,CRD00172,MER0003,3252.65,GBP,2023-09-10 03:35:21,CASH_ADVANCE,SETTLED,2024-08-19 09:03:42,CHIP,ACQ474597,36.62,2.68,False,1.0
TXN0000362,AUTH000062,CRD00158,MER0012,1090.99,GBP,2023-04-08 21:49:42,REFUND,REVERSED,2024-06-16 10:08:53,CONTACTLESS,ACQ462163,48.6,3.46,False,1.2518
TXN0000363,AUTH000371,CRD00029,MER0017,665.77,EUR,2023-02-01 13:36:10,PURCHASE,FAILED,2024-05-24 18:42:15,CHIP,ACQ253878,30.51,3.63,False,1.0
TXN0000364,AUTH000058,CRD00152,MER0001,3401.09,EUR,2024-05-09 13:42:49,CASH_ADVANCE,REVERSED,2024-06-04 15:09:49,CHIP,ACQ292864,47.52,1.32,True,0.8396
TXN0000365,AUTH000303,CRD00174,MER0006,1564.31,USD,2024-09-08 10:36:40,REFUND,FAILED,2024-04-27 18:02:31,MANUAL,ACQ639009,27.0,3.98,True,0.9871
TXN0000366,AUTH000335,CRD00181,MER0001,4133.24,USD,2024-12-27 14:34:43,BALANCE_INQUIRY,FAILED,2024-10-17 01:19:51,SWIPE,ACQ390302,25.13,0.28,False,1.1391
TXN0000367,AUTH000193,CRD00006,MER0005,3458.09,GBP,2023-06-10 21:18:04,PURCHASE,REVERSED,2024-09-12 05:40:01,SWIPE,ACQ388115,13.43,3.02,True,1.0
TXN0000368,AUTH000160,CRD00104,MER0020,4658.42,GBP,2024-07-04 16:52:35,CASH_ADVANCE,PENDING,2024-01-25 17:56:10,MANUAL,ACQ401813,36.44,3.07,False,1.0
TXN0000369,AUTH000444,CRD00027,MER0018,206.54,USD,2024-02-25 13:30:26,BALANCE_INQUIRY,REVERSED,2024-12-27 03:02:30,MANUAL,ACQ113177,17.21,1.63,False,1.0
TXN0000370,AUTH000351,CRD00023,MER0017,1894.86,EUR,2024-06-25 22:32:36,REFUND,REVERSED,2024-04-09 07:13:39,ECOM,ACQ133833,33.07,2.88,False,1.0
TXN0000371,AUTH000397,CRD00032,MER0011,1645.86,GBP,2023-03-06 12:56:49,REFUND,FAILED,2024-04-28 01:47:25,CONTACTLESS,ACQ887331,15.84,3.39,False,1.0
TXN0000372,AUTH000415,CRD00195,MER0009,2477.64,EUR,2023-10-01 02:47:26,BALANCE_INQUIRY,REVERSED,2024-10-24 01:45:32,CHIP,ACQ887887,48.67,2.8,False,0.9876
TXN0000373,AUTH000379,CRD00088,MER0018,2614.87,USD,2024-04-16 13:34:10,PURCHASE,SETTLED,2024-06-02 16:39:16,SWIPE,ACQ321569,49.61,2.88,False,1.1834
TXN0000374,AUTH000281,CRD00088,MER0007,3978.2,GBP,2023-10-01 10:12:52,REFUND,REVERSED,2024-12-15 16:53:07,MANUAL,ACQ392426,16.04,1.85,False,1.0
TXN0000375,AUTH000487,CRD00123,MER0014,4032.46,GBP,2024-08-14 16:06:27,CASH_ADVANCE,REVERSED,2024-03-28 10:04:36,ECOM,ACQ618870,37.87,1.47,False,1.0
TXN0000376,AUTH000135,CRD00085,MER0012,1424.53,GBP,2023-01-03 14:12:47,CASH_ADVANCE,REVERSED,2024-09-11 20:08:23,SWIPE,ACQ816546,45.37,1.95,True,1.0
TXN0000377,AUTH000294,CRD00121,MER0019,3561.15,EUR,2024-05-09 07:40:13,PURCHASE,PENDING,2024-02-23 19:35:06,MANUAL,ACQ750033,25.22,0.45,True,1.2727
TXN0000378,AUTH000232,CRD00114,MER0020,715.71,USD,2023-05-10 07:01:05,BALANCE_INQUIRY,SETTLED,2024-05-23 19:24:29,CHIP,ACQ879055,30.11,3.96,False,1.0
TXN0000379,AUTH000144,CRD00153,MER0013,2666.11,USD,2023-05-06 08:19:39,BALANCE_INQUIRY,FAILED,2024-10-07 19:24:31,SWIPE,ACQ283722,23.66,3.58,False,1.0
TXN0000380,AUTH000206,CRD00198,MER0004,2484.31,USD,2023-01-24 23:49:36,REFUND,REVERSED,2024-06-27 07:59:17,SWIPE,ACQ816881,30.2,4.95,False,1.0501
TXN0000381,AUTH000085,CRD00062,MER0012,2420.45,EUR,2024-10-12 19:07:49,CASH_ADVANCE,PENDING,2024-04-05 02:17:34,ECOM,ACQ857120,48.13,0.08,False,1.0
TXN0000382,AUTH000285,CRD00174,MER0010,4562.06,EUR,2024-01-01 05:20:06,BALANCE_INQUIRY,SETTLED,2024-10-31 02:29:14,ECOM,ACQ372660,44.18,2.71,True,1.1235
TXN0000383,AUTH000377,CRD00035,MER0001,491.8,USD,2023-12-07 14:37:34,BALANCE_INQUIRY,SETTLED,2024-04-23 18:36:49,ECOM,ACQ968543,41.13,3.86,False,1.0
TXN0000384,AUTH000360,CRD00197,MER0006,3752.8,GBP,2023-12-08 19:02:54,BALANCE_INQUIRY,SETTLED,2024-02-10 05:50:11,SWIPE,ACQ988217,13.2,4.13,False,0.9832
TXN0000385,AUTH000459,CRD00033,MER0016,3438.66,USD,2024-12-10 03:04:47,REFUND,REVERSED,2024-03-22 14:08:02,CONTACTLESS,ACQ201843,16.57,3.48,False,1.0458
TXN0000386,AUTH000175,CRD00071,MER0008,2995.37,USD,2023-09-23 23:35:54,CASH_ADVANCE,REVERSED,2024-05-08 09:59:09,ECOM,ACQ833543,12.97,1.41,False,0.874
TXN0000387,AUTH000203,CRD00027,MER0010,1281.12,GBP,2024-11-14 15:34:08,CASH_ADVANCE,FAILED,2024-10-04 05:07:38,CONTACTLESS,ACQ421559,47.25,0.83,True,1.0
TXN0000388,AUTH000309,CRD00065,MER0015,93.26,EUR,2023-04-30 22:59:39,REFUND,PENDING,2024-08-23 21:50:20,CONTACTLESS,ACQ502890,12.94,1.18,False,1.0
TXN0000389,AUTH000112,CRD00092,MER0020,142.03,GBP,2023-07-21 11:57:40,CASH_ADVANCE,REVERSED,2024-07-04 05:43:22,MANUAL,ACQ278687,48.62,3.24,True,0.9571
TXN0000390,AUTH000262,CRD00047,MER0020,1128.17,EUR,2024-12-20 07:25:31,BALANCE_INQUIRY,PENDING,2024-12-04 04:16:44,MANUAL,ACQ605468,8.85,4.49,False,1.0
TXN0000391,AUTH000050,CRD00104,MER0015,2688.79,GBP,2023-08-29 05:55:27,REFUND,PENDING,2024-02-28 06:55:35,CONTACTLESS,ACQ738206,38.92,3.96,True,1.0
TXN0000392,AUTH000351,CRD00023,MER0017,1919.39,EUR,2024-12-09 22:00:28,PURCHASE,PENDING,2024-10-14 22:08:33,SWIPE,ACQ481220,33.25,2.02,False,1.0537
TXN0000393,AUTH000192,CRD00182,MER0009,2959.7,EUR,2024-02-20 08:32:04,PURCHASE,SETTLED,2024-06-22 10:55:11,MANUAL,ACQ648351,12.47,1.32,True,1.0
TXN0000394,AUTH000454,CRD00130,MER0012,615.52,GBP,2023-06-27 08:33:53,BALANCE_INQUIRY,PENDING,2024-01-16 14:59:48,MANUAL,ACQ378673,27.64,0.5,False,1.2587
TXN0000395,AUTH000101,CRD00049,MER0006,4627.3,EUR,2023-02-17 06:36:28,REFUND,PENDING,2024-04-04 17:41:28,MANUAL,ACQ898679,29.11,2.35,True,0.8255
TXN0000396,AUTH000442,CRD00017,MER0011,2053.85,GBP,2024-01-07 12:08:25,PURCHASE,REVERSED,2024-02-02 09:12:56,ECOM,ACQ306984,5.08,2.97,True,1.0
TXN0000397,AUTH000404,CRD00103,MER0007,2986.27,EUR,2023-11-30 19:13:33,PURCHASE,REVERSED,2024-10-28 21:51:16,SWIPE,ACQ717545,40.31,3.09,False,0.9259
TXN0000398,AUTH000285,CRD00174,MER0010,4501.05,EUR,2024-01-18 14:49:31,REFUND,FAILED,2024-07-16 00:18:47,ECOM,ACQ639178,14.26,3.24,False,0.9245
TXN0000399,AUTH000194,CRD00007,MER0013,2578.18,USD,2024-01-26 17:45:38,CASH_ADVANCE,REVERSED,2024-02-13 06:58:34,SWIPE,ACQ611265,0.43,4.47,True,1.0
TXN0000400,AUTH000122,CRD00116,MER0015,3157.43,GBP,2024-08-13 15:35:17,BALANCE_INQUIRY,FAILED,2024-02-06 17:26:14,ECOM,ACQ459065,31.93,2.72,False,1.0
